567	22 
568	24 
569	20 
570	17 
571	21 
572	12 
573	5 
574	13 
575	15 
576	23 
577	29 
578	21 
579	35 
580	5 
581	12 
582	34 
583	2 
584	11 
585	7 
586	29 
587	31 
588	26 
589	9 
590	16 
591	11 
592	8 
593	2 
594	15 
595	7 
596	5 
597	36 
598	1 
599	23 
600	23 
601	31 
602	29 
603	29 
604	8 
605	17 
606	14 
607	27 
608	31 
609	19 
610	8 
611	9 
612	28 
613	30 
614	13 
615	6 
616	36 
617	14 
618	6 
619	28 
620	21 
621	6 
622	27 
623	15 
624	5 
625	2 
626	20 
627	20 
628	14 
629	7 
630	32 
631	9 
632	29 
633	30 
634	23 
635	33 
636	16 
637	33 
638	17 
639	13 
640	33 
641	14 
642	34 
643	20 
644	8 
645	5 
646	23 
647	36 
648	26 
649	27 
650	9 
651	1 
652	11 
653	7 
654	6 
655	11 
656	17 
657	31 
658	23 
659	2 
660	34 
661	25 
662	26 
663	32 
664	8 
665	14 
666	23 
667	32 
668	26 
669	36 
670	27 
671	34 
672	33 
673	28 
674	13 
675	33 
676	8 
677	27 
678	12 
679	31 
680	27 
681	1 
682	20 
683	12 
684	12 
685	2 
686	5 
687	31 
688	7 
689	24 
690	36 
691	7 
692	33 
693	26 
694	15 
695	6 
696	7 
697	6 
698	19 
699	8 
700	19 
701	1 
702	22 
703	28 
704	33 
705	9 
706	12 
707	34 
708	24 
709	16 
710	25 
711	28 
712	28 
713	1 
714	19 
715	22 
716	9 
717	13 
718	20 
719	34 
720	7 
721	16 
722	28 
723	36 
724	25 
725	17 
726	20 
727	32 
728	12 
729	19 
730	8 
731	17 
732	32 
733	13 
734	17 
735	13 
736	34 
737	32 
738	14 
739	34 
740	22 
741	19 
742	15 
743	16 
744	17 
745	25 
746	32 
747	20 
748	17 
749	14 
750	24 
751	25 
752	23 
753	26 
754	32 
755	17 
756	9 
757	19 
758	7 
759	20 
760	2 
761	19 
762	32 
763	28 
764	12 
765	22 
766	32 
767	28 
768	12 
769	13 
770	15 
771	33 
772	17 
773	20 
774	24 
775	24 
776	15 
777	33 
778	16 
779	13 
780	32 
781	19 
782	26 
783	22 
784	23 
785	23 
786	22 
787	22 
788	19 
789	36 
790	36 
791	2 
792	36 
793	16 
794	19 
795	25 
796	24 
797	24 
798	32 
799	17 
800	32 
801	13 
802	14 
803	22 
804	12 
805	12 
806	26 
807	23 
808	33 
809	2 
810	22 
811	9 
812	28 
813	7 
814	17 
815	28 
816	32 
817	14 
818	7 
819	25 
820	9 
821	26 
822	16 
823	9 
824	22 
825	12 
826	9 
827	33 
828	25 
829	23 
830	22 
831	15 
832	15 
833	17 
834	26 
835	9 
836	15 
837	32 
838	15 
839	16 
840	16 
841	9 
842	25 
843	17 
844	26 
845	9 
846	22 
847	22 
848	25 
849	25 
850	28 
851	22 
852	28 
853	28 
854	28 
855	32 
856	16 
857	16 
858	17 
859	22 
860	25 
861	26 
862	15 
863	9 
864	12 
865	22 
866	12 
867	26 
868	15 
869	33 
870	28 
871	15 
872	9 
873	28 
874	12 
875	15 
876	25 
877	9 
878	9 
879	12 
880	9 
881	26 
882	33 
883	25 
884	28 
885	15 
886	33 
887	25 
888	17 
889	33 
890	25 
891	33 
892	28 
893	33 
894	12 
895	25 
896	33 
897	9 
898	26 
899	28 
900	12 
901	28 
902	26 
903	17 
904	12 
905	17 
906	28 
907	26 
908	28 
909	33 
910	12 
911	26 
912	25 
913	12 
914	17 
915	25 
916	33 
917	25 
918	26 
919	17 
920	17 
921	33 
922	17 
923	25 
924	26 
925	28 
926	17 
927	28 
928	28 
929	25 
930	26 
931	12 
932	26 
933	12 
934	25 
935	26 
936	33 
937	33 
938	12 
939	17 
940	25 
941	33 
942	25 
943	12 
944	26 
945	28 
946	12 
947	33 
948	28 
949	26 
950	33 
951	26 
952	12 
953	28 
954	26 
955	17 
956	26 
957	33 
958	26 
959	33 
960	26 
961	26 
962	33 
963	28 
964	33 
965	33 
966	33 
967	26 
968	17 
969	33 
970	17 
971	26 
972	17 
973	33 
974	33 
975	17 
976	26 
977	26 
978	33 
979	17 
980	17 
981	33 
982	17 
983	17 
984	17 
985	33 
986	33 
987	33 
988	33 
989	17 
990	33 
991	26 
992	17 
993	33 
994	26 
995	17 
996	33 
997	26 
998	17 
999	17 
1000	26 
